,DIVIDED_HWY,LANES,MEDIAN_WIDTH,NLFID,ROUTE_NBR,ROUTE_TYPE,SHLD_LT_TOTAL_WIDTH,SHLD_RT_TOTAL_WIDTH,SPEED_LIMIT_NBR,STREET_NAME_TXT,STREET_DIR_SUFFIX,SURFACE_LT_WIDTH,SURFACE_RT_WIDTH
279140,N,2.0,,MFRAMR00708**C,00708,MR,,,,6TH,,,
279141,N,2.0,,MFRAMR00708**C,00708,MR,,,,6TH,,,
279142,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279143,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279144,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279145,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279146,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279147,N,2.0,,MFRAMR00709**C,00709,MR,,,,SPRING,,,
279148,N,2.0,,MFRAMR00709A*C,00709,MR,,,,SPRING OLD,,,
279149,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279150,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279151,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279152,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279153,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279154,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279155,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279156,N,2.0,,MFRAMR00710**C,00710,MR,,,,STARR,,,
279157,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279158,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279159,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279160,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279161,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279162,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279163,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279164,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279165,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279166,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279167,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279168,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279169,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279170,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279171,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279172,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279173,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279174,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279175,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279176,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279177,N,2.0,,MFRAMR00712**C,00712,MR,,,,STEWART,,,
279178,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279179,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279180,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279181,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279182,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279183,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279184,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279185,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279186,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279187,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279188,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279189,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279190,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279191,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279192,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279193,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279194,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279195,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279196,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279197,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279198,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279199,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279200,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279201,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279202,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279203,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279204,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279205,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279206,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279207,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279208,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279209,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279210,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279211,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279212,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279213,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279214,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279215,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279216,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279217,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279218,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279219,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279220,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279221,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279222,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279223,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279224,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279225,N,2.0,,MFRAMR00714**C,00714,MR,,,,SYCAMORE,,,
279226,N,2.0,,MFRAMR00715**C,00715,MR,,,,10TH,,,
279227,N,2.0,,MFRAMR00715**C,00715,MR,,,,10TH,,,
279228,N,2.0,,MFRAMR00715**C,00715,MR,,,,10TH,,,
279229,N,2.0,,MFRAMR00715**C,00715,MR,,,,10TH,,,
279230,N,2.0,,MFRAMR00715**C,00715,MR,,,,10TH,,,
279231,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279232,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279233,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279234,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279235,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279236,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279237,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279238,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279239,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279240,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279241,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279242,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279243,N,2.0,,MFRAMR00716**C,00716,MR,,,,3RD,,,
279244,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279245,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279246,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279247,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279248,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279249,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279250,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279251,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279252,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279253,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279254,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279255,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279256,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279257,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279258,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279259,N,2.0,,MFRAMR00717**C,00717,MR,,,,13TH,,,
279260,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279261,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279262,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279263,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279264,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279265,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279266,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279267,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279268,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279269,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279270,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279271,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279272,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279273,N,2.0,,MFRAMR00718**C,00718,MR,,,,TOMPKINS,,,
279274,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279275,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279276,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279277,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279278,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279279,Y,4.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279280,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279281,N,2.0,,MFRAMR00719**C,00719,MR,,,,TORRENCE,,,
279282,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279283,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279284,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279285,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279286,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279287,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279288,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279289,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279290,N,2.0,,MFRAMR00721**C,00721,MR,,,,TULANE,,,
279291,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279292,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279293,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279294,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279295,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279296,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279297,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279298,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279299,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279300,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279301,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279302,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279303,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279304,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279305,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279306,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279307,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279308,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279309,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279310,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279311,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279312,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279313,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279314,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279315,N,2.0,,MFRAMR00722**C,00722,MR,,,,12TH,,,
279316,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279317,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279318,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279319,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279320,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279321,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279322,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279323,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279324,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279325,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279326,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279327,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279328,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279329,N,2.0,,MFRAMR00723**C,00723,MR,,,,20TH,,,
279330,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279331,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279332,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279333,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279334,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279335,N,2.0,,MFRAMR00724**C,00724,MR,,,,25TH,,,
279336,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279337,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279338,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279339,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279340,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279341,N,2.0,,MFRAMR00726**C,00726,MR,,,,24TH,,,
279342,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279343,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279344,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279345,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279346,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279347,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279348,N,2.0,,MFRAMR00727**C,00727,MR,,,,22ND,,,
279349,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279350,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279351,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279352,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279353,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279354,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279355,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279356,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279357,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279358,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279359,N,2.0,,MFRAMR00728**C,00728,MR,,,,26TH,,,
279360,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279361,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279362,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279363,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279364,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279365,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279366,N,2.0,,MFRAMR00729**C,00729,MR,,,,23RD,,,
279367,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279368,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279369,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279370,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279371,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279372,N,2.0,,MFRAMR00730**C,00730,MR,,,,WALNUT,,,
279373,N,2.0,,MFRAMR00731**C,00731,MR,,,,WARREN,,,
279374,N,2.0,,MFRAMR00731**C,00731,MR,,,,WARREN,,,
279375,N,2.0,,MFRAMR00731**C,00731,MR,,,,WARREN,,,
279376,N,4.0,,MFRAMR00731**C,00731,MR,,,,WARREN,,,
279377,N,4.0,,MFRAMR00731**C,00731,MR,,,,WARREN,,,
279378,N,2.0,,MFRAMR00733**C,00733,MR,,,,WEISHEIMER,,,
279379,N,2.0,,MFRAMR00733**C,00733,MR,,,,WEISHEIMER,,,
279380,N,2.0,,MFRAMR00733**C,00733,MR,,,,WEISHEIMER,,,
279381,N,2.0,,MFRAMR00733**C,00733,MR,,,,WEISHEIMER,,,
279382,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279383,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279384,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279385,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279386,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279387,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279388,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279389,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279390,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279391,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279392,N,2.0,,MFRAMR00734**C,00734,MR,,,,WELCH,,,
279393,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279394,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279395,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279396,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279397,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279398,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279399,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279400,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279401,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279402,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279403,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279404,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279405,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279406,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279407,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279408,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279409,N,2.0,,MFRAMR00735**C,00735,MR,,,,WETMORE,,,
279410,N,4.0,,MFRAMR00736**C,00736,MR,,,,WHITTIER,,,
279411,N,4.0,,MFRAMR00736**C,00736,MR,,,,WHITTIER,,,
279412,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279413,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279414,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279415,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279416,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279417,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279418,N,2.0,,MFRAMR00737**C,00737,MR,,,,WILLOW,,,
279419,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279420,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279421,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279422,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279423,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279424,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279425,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279426,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279427,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279428,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279429,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279430,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279431,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279432,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279433,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279434,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279435,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279436,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279437,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279438,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279439,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279440,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279441,N,2.0,,MFRAMR00738**C,00738,MR,,,,WOODROW,,,
279442,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279443,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279444,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279445,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279446,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279447,N,2.0,,MFRAMR00739**C,00739,MR,,,,WOODRUFF,,,
279448,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279449,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279450,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279451,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279452,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279453,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279454,N,2.0,,MFRAMR00740**C,00740,MR,,,,EAGLE,,,
279455,N,2.0,,MFRAMR00740H*C,00740,MR,,,,EAGLESNEST,,,
279456,N,2.0,,MFRAMR00740K*C,00740,MR,,,,EAGLESNEST,,,
279457,N,2.0,,MFRAMR00741H*C,00741,MR,,,,EARNCLIFF,,,
279458,N,2.0,,MFRAMR00741H*C,00741,MR,,,,EARNCLIFF,,,
279459,N,2.0,,MFRAMR00741A*C,00741,MR,,,,EARL,,,
279460,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279461,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279462,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279463,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279464,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279465,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279466,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279467,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279468,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279469,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279470,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279471,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279472,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279473,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279474,N,2.0,,MFRAMR00742**C,00742,MR,,,,EAST,,,
279475,N,2.0,,MFRAMR00743**C,00743,MR,,,,EAST MORELAND,,,
279476,N,2.0,,MFRAMR00744**C,00744,MR,,,,EAST MORELAND,,,
279477,N,2.0,,MFRAMR00744**C,00744,MR,,,,EAST MORELAND,,,
279478,N,2.0,,MFRAMR00744**C,00744,MR,,,,EAST MORELAND,,,
279479,N,2.0,,MFRAMR00744**C,00744,MR,,,,EAST MORELAND,,,
279480,N,2.0,,MFRAMR00746**C,00746,MR,,,,EASTHAVEN,N,,
279481,N,2.0,,MFRAMR00747**C,00747,MR,,,,EASTHAVEN,S,,
279482,N,2.0,,MFRAMR00748T*C,00748,MR,,,,EASTLAND,,,
279483,N,2.0,,MFRAMR00748T*C,00748,MR,,,,EASTLAND,,,
279484,N,2.0,,MFRAMR00748**C,00748,MR,,,,EASTHAVEN,,,
279485,N,2.0,,MFRAMR00748**C,00748,MR,,,,EASTHAVEN,,,
279486,N,2.0,,MFRAMR00748**C,00748,MR,,,,EASTHAVEN,,,
279487,N,2.0,,MFRAMR00749**C,00749,MR,,,,EASTLEA,,,
279488,N,2.0,,MFRAMR00749**C,00749,MR,,,,EASTLEA,,,
279489,N,2.0,,MFRAMR00749**C,00749,MR,,,,EASTLEA,,,
279490,N,2.0,,MFRAMR00749**C,00749,MR,,,,EASTLEA,,,
279491,N,2.0,,MFRAMR00750**C,00750,MR,,,,EASTMAN,,,
279492,N,2.0,,MFRAMR00750**C,00750,MR,,,,EASTMAN,,,
279493,N,2.0,,MFRAMR00750**C,00750,MR,,,,EASTMAN,,,
279494,N,2.0,,MFRAMR00751**C,00751,MR,,,,EASTMINSTER,,,
279495,N,2.0,,MFRAMR00752**C,00752,MR,,,,EASTMOOR,,,
279496,N,2.0,,MFRAMR00752**C,00752,MR,,,,EASTMOOR,,,
