,DIVIDED_HWY,LANES,MEDIAN_WIDTH,NLFID,ROUTE_NBR,ROUTE_TYPE,SHLD_LT_TOTAL_WIDTH,SHLD_RT_TOTAL_WIDTH,SPEED_LIMIT_NBR,STREET_NAME_TXT,STREET_DIR_SUFFIX,SURFACE_LT_WIDTH,SURFACE_RT_WIDTH
267624,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267625,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267626,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267627,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267628,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267629,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267630,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267631,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,10.0,10.0
267632,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,9.0,9.0
267633,N,2.0,,CFRACR00002**C,00002,CR,,,,HAYES,,9.0,9.0
267634,N,2.0,,CFRACR00003**C,00003,CR,,,,HIGH,,13.0,13.0
267635,N,2.0,,CFRACR00003**C,00003,CR,,,,HIGH,,13.0,13.0
267636,N,2.0,,CFRACR00003**C,00003,CR,,,,HIGH,,13.0,13.0
267637,N,2.0,,CFRACR00003**C,00003,CR,,,,HIGH,,13.0,13.0
267638,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,13.0,13.0
267639,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,10.0,10.0
267640,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,9.0,9.0
267641,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,9.0,10.0
267642,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,9.0,9.0
267643,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,10.0,10.0
267644,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,9.0,10.0
267645,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,10.0,10.0
267646,N,2.0,,CFRACR00003**C,00003,CR,,,,HARRISBURG-GEORGESVILL,,10.0,10.0
267647,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267648,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267649,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267650,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267651,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,9.0,9.0
267652,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267653,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,9.0,9.0
267654,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,9.0,9.0
267655,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,9.0,9.0
267656,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,11.0,11.0
267657,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,9.0,9.0
267658,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,11.0,11.0
267659,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,11.0,11.0
267660,N,4.0,,CFRACR00003**C,00003,CR,,,,NORTON,,18.0,18.0
267661,N,4.0,,CFRACR00003**C,00003,CR,,,,NORTON,,21.0,21.0
267662,N,2.0,,CFRACR00003**C,00003,CR,,,,NORTON,,12.0,12.0
267663,N,4.0,,CFRACR00003**C,00003,CR,,,,NORTON,,16.0,16.0
267664,N,2.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,11.0,11.0
267665,N,2.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,11.0,11.0
267666,N,2.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,11.0,11.0
267667,N,2.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,18.0,18.0
267668,N,2.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,11.0,11.0
267669,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267670,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267671,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267672,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267673,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267674,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267675,N,4.0,,CFRACR00003**C,00003,CR,,,40.0,NORTON,,33.0,33.0
267676,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267677,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267678,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267679,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267680,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267681,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267682,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267683,N,2.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,11.0,11.0
267684,N,4.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,29.0,29.0
267685,N,4.0,,CFRACR00003**C,00003,CR,,,,HILLIARD-ROME,,29.0,29.0
267686,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267687,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267688,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267689,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267690,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267691,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267692,Y,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267693,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267694,N,8.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,40.0,40.0
267695,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,24.0,24.0
267696,N,8.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,40.0,40.0
267697,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,28.0,28.0
267698,N,8.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,40.0,40.0
267699,N,8.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,40.0,40.0
267700,N,8.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,40.0,40.0
267701,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267702,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267703,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,16.0,16.0
267704,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267705,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,16.0,16.0
267706,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267707,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267708,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,16.0,16.0
267709,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,16.0,16.0
267710,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267711,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267712,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,16.0,16.0
267713,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,HILLIARD-ROME,,10.0,10.0
267714,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,16.0,16.0
267715,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,16.0,16.0
267716,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,15.0,15.0
267717,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,15.0,15.0
267718,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,HILLIARD-ROME,,15.0,15.0
267719,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,MAIN,,20.0,20.0
267720,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,MAIN,,20.0,20.0
267721,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,MAIN,,20.0,20.0
267722,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,MAIN,,22.0,22.0
267723,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,MAIN,,22.0,22.0
267724,N,4.0,,CFRACR00003**C,00003,CR,,,25.0,MAIN,,20.0,20.0
267725,N,4.0,,CFRACR00003**C,00003,CR,,,25.0,MAIN,,20.0,20.0
267726,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,15.0,15.0
267727,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,15.0,15.0
267728,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,9.0,10.0
267729,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,9.0,10.0
267730,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,16.0,16.0
267731,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,9.0,10.0
267732,N,4.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,16.0,16.0
267733,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,9.0,10.0
267734,N,2.0,,CFRACR00003**C,00003,CR,,,35.0,AVERY,,10.0,10.0
267735,N,2.0,,CFRACR00003**C,00003,CR,,,55.0,HILLIARD-ROME,,10.0,10.0
267736,N,2.0,,CFRACR00003**C,00003,CR,,,55.0,HILLIARD-ROME,,10.0,10.0
267737,N,2.0,,CFRACR00003**C,00003,CR,,,55.0,HILLIARD-ROME,,10.0,10.0
267738,N,2.0,,CFRACR00003**C,00003,CR,,,55.0,HILLIARD-ROME,,10.0,10.0
267739,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267740,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267741,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267742,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267743,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267744,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267745,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267746,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267747,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,10.0,10.0
267748,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,12.0,12.0
267749,N,2.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,12.0,12.0
267750,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,16.0,16.0
267751,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,16.0,16.0
267752,N,4.0,,CFRACR00003**C,00003,CR,,,45.0,AVERY,,16.0,16.0
267753,N,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,16.0,16.0
267754,N,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,16.0,16.0
267755,Y,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,36.0,36.0
267756,Y,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,36.0,36.0
267757,Y,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,36.0,36.0
267758,Y,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,36.0,36.0
267759,N,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,26.0,26.0
267760,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267761,N,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,26.0,26.0
267762,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267763,N,4.0,,CFRACR00003**C,00003,CR,,,,AVERY,,16.0,16.0
267764,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267765,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267766,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267767,N,2.0,,CFRACR00003**C,00003,CR,,,,AVERY,,9.0,9.0
267768,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,20.0,20.0
267769,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,20.0,20.0
267770,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267771,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267772,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267773,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267774,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267775,Y,4.0,,CFRACR00003A*C,00003,CR,,,,MUIRFIELD,,30.0,30.0
267776,N,4.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,16.0,17.0
267777,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,15.0,15.0
267778,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,15.0,15.0
267779,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,15.0,15.0
267780,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267781,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267782,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267783,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267784,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267785,N,2.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,10.0,10.0
267786,N,4.0,,CFRACR00006**C,00006,CR,,,,LANCASTER,,17.0,18.0
267787,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267788,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267789,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267790,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267791,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267792,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267793,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267794,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267795,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267796,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267797,N,2.0,,CFRACR00006**C,00006,CR,,,35.0,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267798,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,14.0,14.0
267799,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267800,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267801,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267802,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267803,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267804,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267805,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267806,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267807,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267808,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267809,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267810,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267811,N,2.0,,CFRACR00006**C,00006,CR,,,,REYNOLDSBURG-NEW ALBAN,,12.0,12.0
267812,N,2.0,,CFRACR00006**C,00006,CR,,,,HIGH,,9.0,9.0
267813,N,4.0,,CFRACR00006**C,00006,CR,,,,HIGH,,20.0,20.0
267814,N,2.0,,CFRACR00007A*C,00007,CR,,,35.0,BYPASS,,12.0,12.0
267815,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,18.0,18.0
267816,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,18.0,18.0
267817,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,18.0,18.0
267818,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,18.0,18.0
267819,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,30.0,30.0
267820,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,30.0,30.0
267821,N,4.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,30.0,30.0
267822,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,14.0,14.0
267823,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267824,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267825,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267826,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267827,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267828,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267829,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267830,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267831,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267832,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267833,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267834,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267835,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267836,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267837,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267838,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267839,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267840,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267841,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267842,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267843,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267844,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267845,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267846,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267847,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267848,N,2.0,,CFRACR00007**C,00007,CR,,,35.0,GROVEPORT,,12.0,12.0
267849,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267850,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267851,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,12.0,12.0
267852,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267853,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267854,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267855,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267856,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267857,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267858,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267859,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267860,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267861,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267862,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267863,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267864,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267865,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267866,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267867,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267868,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267869,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267870,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267871,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267872,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267873,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267874,N,4.0,,CFRACR00007**C,00007,CR,,,,MAIN,,18.0,19.0
267875,N,2.0,,CFRACR00007**C,00007,CR,,,,MAIN,,10.0,10.0
267876,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267877,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267878,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267879,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267880,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267881,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267882,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267883,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267884,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267885,N,2.0,,CFRACR00007**C,00007,CR,,,,GROVEPORT,,10.0,10.0
267886,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267887,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267888,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267889,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267890,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267891,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267892,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267893,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267894,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267895,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267896,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267897,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267898,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267899,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267900,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267901,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267902,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,15.0,15.0
267903,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267904,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,15.0,15.0
267905,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267906,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267907,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,11.0,11.0
267908,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267909,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267910,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267911,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267912,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
267913,N,2.0,,CFRACR00008**C,00008,CR,,,,SUNBURY,,10.0,10.0
